depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.25,9,5,352.0,342.0,0.2478,-0.0216,0.0254,1,1,1,8e-05,0.7733,0.6099,0.6099,0.02818,0.363135,-0.273907,0.069783,-0.171838,0.319352
0.25,9,6,416.0,342.0,0.2399,-0.0618,0.0336,1,1,1,0.0001,0.6907,0.7176,0.717561,0.015059,0.307276,-0.356492,0.0588,-0.231414,0.271399
0.25,9,7,480.0,342.0,0.2266,-0.0944,0.0475,1,1,1,4e-05,0.6074,0.8329,0.832932,0.004363,0.269705,-0.439827,0.039003,-0.30266,0.223384
0.25,9,8,544.0,342.0,0.211,-0.118,0.0637,1,1,1,5e-05,0.5344,0.9461,0.946099,-0.00469,0.246862,-0.512818,0.015238,-0.379496,0.180744
0.25,9,9,608.0,342.0,0.1955,-0.1338,0.0798,1,1,1,8e-05,0.4763,1.0511,1.051142,-0.013523,0.2333,-0.57092,-0.007865,-0.457477,0.146856
0.3,0,0,32.0,18.0,0.1898,0.089,0.2146,1,1,1,8e-05,0.6322,0.6511,0.185036,-0.042878,0.651069,-0.415017,-0.005103,-0.389323,0.511512
0.3,0,1,96.0,18.0,0.1957,0.0729,0.2154,1,1,1,9e-05,0.6094,0.6104,0.225246,-0.056377,0.610422,-0.437829,0.002807,-0.417141,0.5003
0.3,0,2,160.0,18.0,0.2009,0.0544,0.216,1,1,1,0.0001,0.5833,0.5654,0.273725,-0.070469,0.565381,-0.463867,0.009816,-0.450127,0.485137
0.3,0,3,224.0,18.0,0.2048,0.0337,0.2166,1,1,1,3e-05,0.5544,0.5166,0.331487,-0.084697,0.516621,-0.492834,0.015264,-0.488683,0.465194
0.3,0,4,288.0,18.0,0.207,0.0114,0.2169,1,1,1,4e-05,0.5239,0.5319,0.397769,-0.097532,0.465743,-0.523333,0.018304,-0.53188,0.439782
0.3,0,5,352.0,18.0,0.207,-0.0114,0.2169,1,1,1,6e-05,0.4934,0.5787,0.471355,-0.108033,0.414775,-0.553786,0.018524,-0.578707,0.409138
0.3,0,6,416.0,18.0,0.2048,-0.0337,0.2166,1,1,1,8e-05,0.465,0.6274,0.549529,-0.115195,0.366003,-0.582223,0.015857,-0.627396,0.374296
0.3,0,7,480.0,18.0,0.2009,-0.0544,0.216,1,1,1,4e-05,0.4402,0.6763,0.629258,-0.118665,0.321292,-0.607034,0.010698,-0.676326,0.336981
0.3,0,8,544.0,18.0,0.1957,-0.0729,0.2154,1,1,1,5e-05,0.4201,0.7234,0.706643,-0.118168,0.281917,-0.627107,0.003543,-0.723436,0.298925
0.3,0,9,608.0,18.0,0.1898,-0.089,0.2146,1,1,1,7e-05,0.4049,0.7794,0.779417,-0.114346,0.2482,-0.642305,-0.004922,-0.767781,0.261692
