depth,row,col,tx,ty,tz,state,final_ok
0.25,9,3,0.2399,0.0618,0.0336,hits pocket,0
0.25,9,4,0.2478,0.0216,0.0254,hits pocket,0
0.25,9,5,0.2478,-0.0216,0.0254,hits pocket,0
0.25,9,6,0.2399,-0.0618,0.0336,hits pocket,0
0.25,9,7,0.2266,-0.0944,0.0475,hits pocket,0
0.25,9,8,0.211,-0.118,0.0637,hits pocket,0
0.25,9,9,0.1955,-0.1338,0.0798,reachable,1
0.3,0,0,0.1898,0.089,0.2146,hits pocket,0
0.3,0,1,0.1957,0.0729,0.2154,hits pocket,0
0.3,0,2,0.2009,0.0544,0.216,hits pocket,0
0.3,0,3,0.2048,0.0337,0.2166,hits pocket,0
0.3,0,4,0.207,0.0114,0.2169,hits pocket,0
0.3,0,5,0.207,-0.0114,0.2169,model / self-contact,0
0.3,0,6,0.2048,-0.0337,0.2166,reachable,1
0.3,0,7,0.2009,-0.0544,0.216,reachable,1
0.3,0,8,0.1957,-0.0729,0.2154,reachable,1
0.3,0,9,0.1898,-0.089,0.2146,reachable,1
0.3,1,0,0.1966,0.0977,0.2045,hits pocket,0
0.3,1,1,0.2039,0.0807,0.2048,hits pocket,0
0.3,1,2,0.2104,0.0607,0.205,hits pocket,0
0.3,1,3,0.2155,0.0379,0.2052,hits pocket,0
0.3,1,4,0.2184,0.0129,0.2053,hits pocket,0
0.3,1,5,0.2184,-0.0129,0.2053,model / self-contact,0
0.3,1,6,0.2155,-0.0379,0.2052,reachable,1
0.3,1,7,0.2104,-0.0607,0.205,reachable,1
0.3,1,8,0.2039,-0.0807,0.2048,reachable,1
0.3,1,9,0.1966,-0.0977,0.2045,reachable,1
0.3,2,0,0.2037,0.1074,0.1923,hits pocket,0
0.3,2,1,0.2127,0.0896,0.1917,hits pocket,0
0.3,2,2,0.221,0.068,0.1912,hits pocket,0
0.3,2,3,0.2276,0.0427,0.1908,hits pocket,0
0.3,2,4,0.2313,0.0146,0.1905,hits pocket,0
0.3,2,5,0.2313,-0.0146,0.1905,hits pocket,0
0.3,2,6,0.2276,-0.0427,0.1908,reachable,1
0.3,2,7,0.221,-0.068,0.1912,reachable,1
0.3,2,8,0.2127,-0.0896,0.1917,reachable,1
0.3,2,9,0.2037,-0.1074,0.1923,reachable,1
0.3,3,0,0.2111,0.118,0.1776,hits pocket,0
0.3,3,1,0.2219,0.0994,0.1757,hits pocket,0
0.3,3,2,0.2323,0.0762,0.1739,hits pocket,0
0.3,3,3,0.2407,0.0482,0.1725,hits pocket,0
0.3,3,4,0.2455,0.0166,0.1717,hits pocket,0
0.3,3,5,0.2455,-0.0166,0.1717,hits pocket,0
0.3,3,6,0.2407,-0.0482,0.1725,reachable,1
0.3,3,7,0.2323,-0.0762,0.1739,reachable,1
0.3,3,8,0.2219,-0.0994,0.1757,reachable,1
0.3,3,9,0.2111,-0.118,0.1776,reachable,1
0.3,4,0,0.2182,0.1293,0.1602,hits pocket,0
0.3,4,1,0.2312,0.1099,0.1565,hits pocket,0
0.3,4,2,0.2437,0.0851,0.1528,hits pocket,0
0.3,4,3,0.2542,0.0543,0.1498,hits pocket,0
0.3,4,4,0.2602,0.0187,0.1481,hits pocket,0
0.3,4,5,0.2602,-0.0187,0.1481,hits pocket,0
0.3,4,6,0.2542,-0.0543,0.1498,hits pocket,0
0.3,4,7,0.2437,-0.0851,0.1528,reachable,1
0.3,4,8,0.2312,-0.1099,0.1565,reachable,1
0.3,4,9,0.2182,-0.1293,0.1602,reachable,1
0.3,5,0,0.2248,0.1409,0.14,hits pocket,0
0.3,5,1,0.2398,0.1209,0.1338,hits pocket,0
0.3,5,2,0.2546,0.0943,0.1277,hits pocket,0
0.3,5,3,0.2671,0.0606,0.1225,hits pocket,0
0.3,5,4,0.2744,0.021,0.1194,hits pocket,0
0.3,5,5,0.2744,-0.021,0.1194,hits pocket,0
0.3,5,6,0.2671,-0.0606,0.1225,hits pocket,0
0.3,5,7,0.2546,-0.0943,0.1277,reachable,1
0.3,5,8,0.2398,-0.1209,0.1338,reachable,1
0.3,5,9,0.2248,-0.1409,0.14,reachable,1
0.3,6,0,0.2304,0.1524,0.1171,hits pocket,0
0.3,6,1,0.247,0.1316,0.1079,hits pocket,0
0.3,6,2,0.2637,0.1034,0.0987,hits pocket,0
0.3,6,3,0.278,0.0669,0.0909,hits pocket,0
0.3,6,4,0.2864,0.0232,0.0862,hits pocket,0
0.3,6,5,0.2864,-0.0232,0.0862,hits pocket,0
0.3,6,6,0.278,-0.0669,0.0909,hits pocket,0
0.3,6,7,0.2637,-0.1034,0.0987,reachable,1
0.3,6,8,0.247,-0.1316,0.1079,reachable,1
0.3,6,9,0.2304,-0.1524,0.1171,reachable,1
0.3,7,0,0.2343,0.1632,0.0919,hits pocket,0
0.3,7,1,0.2522,0.1417,0.0794,hits pocket,0
0.3,7,2,0.2703,0.1118,0.0668,hits pocket,0
0.3,7,3,0.2857,0.0725,0.056,hits pocket,0
0.3,7,4,0.2948,0.0252,0.0496,hits pocket,0
0.3,7,5,0.2948,-0.0252,0.0496,hits pocket,0
0.3,7,6,0.2857,-0.0725,0.056,reachable,1
0.3,7,7,0.2703,-0.1118,0.0668,reachable,1
0.3,7,8,0.2522,-0.1417,0.0794,reachable,1
0.3,7,9,0.2343,-0.1632,0.0919,reachable,1
0.3,8,0,0.2363,0.1729,0.0651,hits pocket,0
0.3,8,1,0.2549,0.1504,0.0492,hits pocket,0
0.3,8,2,0.2735,0.1189,0.0331,hits pocket,0
0.3,8,3,0.2893,0.0771,0.0195,hits pocket,0
0.3,8,4,0.2986,0.0269,0.0114,hits pocket,0
0.3,8,5,0.2986,-0.0269,0.0114,hits pocket,0
0.3,8,6,0.2893,-0.0771,0.0195,model / self-contact,0
0.3,8,7,0.2735,-0.1189,0.0331,reachable,1
0.3,8,8,0.2549,-0.1504,0.0492,reachable,1
0.3,8,9,0.2363,-0.1729,0.0651,reachable,1
0.3,9,0,0.2362,0.1811,0.0374,hits pocket,0
0.3,9,1,0.2547,0.1575,0.0182,hits pocket,0
0.3,9,2,0.273,0.1243,-0.0009,hits pocket,0
0.3,9,3,0.2885,0.0805,-0.017,hits pocket,0
0.3,9,4,0.2975,0.028,-0.0264,hits pocket,0
0.3,9,5,0.2975,-0.028,-0.0264,model / self-contact,0
0.3,9,6,0.2885,-0.0805,-0.017,model / self-contact,0
0.3,9,7,0.273,-0.1243,-0.0009,reachable,1
0.3,9,8,0.2547,-0.1575,0.0182,reachable,1
0.3,9,9,0.2362,-0.1811,0.0374,reachable,1
0.35,0,0,0.2389,0.1287,0.2211,hits pocket,0
0.35,0,1,0.2485,0.1062,0.2224,hits pocket,0
0.35,0,2,0.2572,0.0798,0.2235,hits pocket,0
0.35,0,3,0.264,0.0497,0.2244,hits pocket,0
0.35,0,4,0.2676,0.0169,0.2249,hits pocket,0
0.35,0,5,0.2676,-0.0169,0.2249,hits pocket,0
0.35,0,6,0.264,-0.0497,0.2244,reachable,1
0.35,0,7,0.2572,-0.0798,0.2235,reachable,1
0.35,0,8,0.2485,-0.1062,0.2224,reachable,1
0.35,0,9,0.2389,-0.1287,0.2211,reachable,1
0.35,1,0,0.2461,0.1392,0.2064,hits pocket,0
0.35,1,1,0.2575,0.1157,0.2068,hits pocket,0
0.35,1,2,0.2681,0.0876,0.2072,hits pocket,0
0.35,1,3,0.2764,0.0549,0.2076,hits pocket,0
0.35,1,4,0.2811,0.0187,0.2077,hits pocket,0
0.35,1,5,0.2811,-0.0187,0.2077,hits pocket,0
0.35,1,6,0.2764,-0.0549,0.2076,reachable,1
0.35,1,7,0.2681,-0.0876,0.2072,reachable,1
0.35,1,8,0.2575,-0.1157,0.2068,reachable,1
0.35,1,9,0.2461,-0.1392,0.2064,reachable,1
0.35,2,0,0.2532,0.1504,0.1892,hits pocket,0
0.35,2,1,0.2667,0.1261,0.1883,hits pocket,0
0.35,2,2,0.2794,0.0962,0.1875,hits pocket,0
0.35,2,3,0.2896,0.0607,0.1869,hits pocket,0
0.35,2,4,0.2954,0.0208,0.1865,hits pocket,0
0.35,2,5,0.2954,-0.0208,0.1865,hits pocket,0
0.35,2,6,0.2896,-0.0607,0.1869,reachable,1
0.35,2,7,0.2794,-0.0962,0.1875,reachable,1
0.35,2,8,0.2667,-0.1261,0.1883,reachable,1
0.35,2,9,0.2532,-0.1504,0.1892,reachable,1
0.35,3,0,0.26,0.1621,0.1692,hits pocket,0
0.35,3,1,0.2757,0.137,0.1665,hits pocket,0
0.35,3,2,0.2907,0.1054,0.1639,hits pocket,0
0.35,3,3,0.303,0.0669,0.1618,hits pocket,0
0.35,3,4,0.3101,0.023,0.1606,hits pocket,0
0.35,3,5,0.3101,-0.023,0.1606,hits pocket,0
0.35,3,6,0.303,-0.0669,0.1618,model / self-contact,0
0.35,3,7,0.2907,-0.1054,0.1639,reachable,1
0.35,3,8,0.2757,-0.137,0.1665,reachable,1
0.35,3,9,0.26,-0.1621,0.1692,reachable,1
0.35,4,0,0.2661,0.174,0.1464,hits pocket,0
0.35,4,1,0.2838,0.1483,0.1413,hits pocket,0
0.35,4,2,0.3012,0.1149,0.1363,hits pocket,0
0.35,4,3,0.3157,0.0735,0.1321,hits pocket,0
0.35,4,4,0.3241,0.0254,0.1297,hits pocket,0
0.35,4,5,0.3241,-0.0254,0.1297,hits pocket,0
0.35,4,6,0.3157,-0.0735,0.1321,model / self-contact,0
0.35,4,7,0.3012,-0.1149,0.1363,reachable,1
0.35,4,8,0.2838,-0.1483,0.1413,reachable,1
0.35,4,9,0.2661,-0.174,0.1464,reachable,1
0.35,5,0,0.2709,0.1857,0.1209,hits pocket,0
0.35,5,1,0.2905,0.1593,0.1127,hits pocket,0
0.35,5,2,0.31,0.1243,0.1047,hits pocket,0
0.35,5,3,0.3264,0.0799,0.0979,hits pocket,0
0.35,5,4,0.336,0.0277,0.0939,hits pocket,0
0.35,5,5,0.336,-0.0277,0.0939,hits pocket,0
0.35,5,6,0.3264,-0.0799,0.0979,model / self-contact,0
0.35,5,7,0.31,-0.1243,0.1047,reachable,1
0.35,5,8,0.2905,-0.1593,0.1127,reachable,1
0.35,5,9,0.2709,-0.1857,0.1209,reachable,1
0.35,6,0,0.2741,0.1967,0.093,hits pocket,0
0.35,6,1,0.2952,0.1696,0.0814,hits pocket,0
0.35,6,2,0.3162,0.133,0.0698,hits pocket,0
0.35,6,3,0.334,0.0858,0.06,hits pocket,0
0.35,6,4,0.3445,0.0298,0.0542,hits pocket,0
0.35,6,5,0.3445,-0.0298,0.0542,hits pocket,0
0.35,6,6,0.334,-0.0858,0.06,model / self-contact,0
0.35,6,7,0.3162,-0.133,0.0698,model / self-contact,0
0.35,6,8,0.2952,-0.1696,0.0814,reachable,1
0.35,6,9,0.2741,-0.1967,0.093,reachable,1
0.35,7,0,0.2753,0.2066,0.0632,outside workspace box,0
0.35,7,1,0.2971,0.1786,0.048,hits pocket,0
0.35,7,2,0.3189,0.1404,0.0327,hits pocket,0
0.35,7,3,0.3374,0.0908,0.0197,hits pocket,0
0.35,7,4,0.3484,0.0315,0.0121,hits pocket,0
0.35,7,5,0.3484,-0.0315,0.0121,model / self-contact,0
0.35,7,6,0.3374,-0.0908,0.0197,model / self-contact,0
0.35,7,7,0.3189,-0.1404,0.0327,model / self-contact,0
0.35,7,8,0.2971,-0.1786,0.048,reachable,1
0.35,7,9,0.2753,-0.2066,0.0632,reachable,1
0.35,8,0,0.2743,0.2149,0.0324,outside workspace box,0
0.35,8,1,0.2962,0.186,0.0135,hits pocket,0
0.35,8,2,0.318,0.1462,-0.0053,hits pocket,0
0.35,8,3,0.3363,0.0945,-0.0211,hits pocket,0
0.35,8,4,0.3471,0.0328,-0.0304,hits pocket,0
0.35,8,5,0.3471,-0.0328,-0.0304,model / self-contact,0
0.35,8,6,0.3363,-0.0945,-0.0211,model / self-contact,0
0.35,8,7,0.318,-0.1462,-0.0053,reachable,1
0.35,8,8,0.2962,-0.186,0.0135,reachable,1
0.35,8,9,0.2743,-0.2149,0.0324,reachable,1
0.35,9,0,0.2711,0.2214,0.0012,outside workspace box,0
0.35,9,1,0.2923,0.1914,-0.0209,hits pocket,0
0.35,9,2,0.3132,0.1502,-0.0427,hits pocket,0
0.35,9,3,0.3308,0.0969,-0.061,hits pocket,0
0.35,9,4,0.341,0.0336,-0.0716,hits pocket,0
0.35,9,5,0.341,-0.0336,-0.0716,model / self-contact,0
0.35,9,6,0.3308,-0.0969,-0.061,model / self-contact,0
0.35,9,7,0.3132,-0.1502,-0.0427,model / self-contact,0
0.35,9,8,0.2923,-0.1914,-0.0209,reachable,1
0.35,9,9,0.2711,-0.2214,0.0012,reachable,1
0.4,0,0,0.2845,0.1657,0.2271,hits pocket,0
0.4,0,1,0.2979,0.1373,0.2289,hits pocket,0
0.4,0,2,0.3101,0.1035,0.2305,hits pocket,0
0.4,0,3,0.3195,0.0647,0.2318,hits pocket,0
0.4,0,4,0.3248,0.022,0.2325,hits pocket,0
0.4,0,5,0.3248,-0.022,0.2325,hits pocket,0
0.4,0,6,0.3195,-0.0647,0.2318,model / self-contact,0
0.4,0,7,0.3101,-0.1035,0.2305,reachable,1
0.4,0,8,0.2979,-0.1373,0.2289,reachable,1
0.4,0,9,0.2845,-0.1657,0.2271,reachable,1
0.4,1,0,0.2918,0.1775,0.2081,hits pocket,0
0.4,1,1,0.3074,0.1482,0.2087,hits pocket,0
0.4,1,2,0.3218,0.1126,0.2093,hits pocket,0
0.4,1,3,0.3332,0.0707,0.2097,hits pocket,0
0.4,1,4,0.3396,0.0242,0.21,hits pocket,0
0.4,1,5,0.3396,-0.0242,0.21,hits pocket,0
0.4,1,6,0.3332,-0.0707,0.2097,model / self-contact,0
0.4,1,7,0.3218,-0.1126,0.2093,reachable,1
0.4,1,8,0.3074,-0.1482,0.2087,reachable,1
0.4,1,9,0.2918,-0.1775,0.2081,reachable,1
0.4,2,0,0.2987,0.1899,0.1863,hits pocket,0
0.4,2,1,0.3165,0.1597,0.1852,hits pocket,0
0.4,2,2,0.3334,0.1222,0.1841,hits pocket,0
0.4,2,3,0.347,0.0773,0.1833,hits pocket,0
0.4,2,4,0.3548,0.0265,0.1828,hits pocket,0
0.4,2,5,0.3548,-0.0265,0.1828,hits pocket,0
0.4,2,6,0.347,-0.0773,0.1833,model / self-contact,0
0.4,2,7,0.3334,-0.1222,0.1841,reachable,1
0.4,2,8,0.3165,-0.1597,0.1852,reachable,1
0.4,2,9,0.2987,-0.1899,0.1863,reachable,1
0.4,3,0,0.3048,0.2024,0.1615,outside workspace box,0
0.4,3,1,0.3249,0.1715,0.1581,hits pocket,0
0.4,3,2,0.3443,0.1322,0.1548,hits pocket,0
0.4,3,3,0.3603,0.0841,0.152,hits pocket,0
0.4,3,4,0.3695,0.029,0.1505,hits pocket,0
0.4,3,5,0.3695,-0.029,0.1505,hits pocket,0
0.4,3,6,0.3603,-0.0841,0.152,model / self-contact,0
0.4,3,7,0.3443,-0.1322,0.1548,reachable,1
0.4,3,8,0.3249,-0.1715,0.1581,reachable,1
0.4,3,9,0.3048,-0.2024,0.1615,reachable,1
0.4,4,0,0.3097,0.2148,0.1338,outside workspace box,0
0.4,4,1,0.3319,0.1832,0.1274,hits pocket,0
0.4,4,2,0.3537,0.1422,0.1212,hits pocket,0
0.4,4,3,0.3719,0.091,0.1159,hits pocket,0
0.4,4,4,0.3825,0.0314,0.1129,hits pocket,0
0.4,4,5,0.3825,-0.0314,0.1129,model / self-contact,0
0.4,4,6,0.3719,-0.091,0.1159,model / self-contact,0
0.4,4,7,0.3537,-0.1422,0.1212,reachable,1
0.4,4,8,0.3319,-0.1832,0.1274,reachable,1
0.4,4,9,0.3097,-0.2148,0.1338,reachable,1
0.4,5,0,0.313,0.2266,0.1035,outside workspace box,0
0.4,5,1,0.3369,0.1943,0.0935,hits pocket,0
0.4,5,2,0.3606,0.1516,0.0837,hits pocket,0
0.4,5,3,0.3805,0.0974,0.0755,hits pocket,0
0.4,5,4,0.3923,0.0337,0.0706,hits pocket,0
0.4,5,5,0.3923,-0.0337,0.0706,model / self-contact,0
0.4,5,6,0.3805,-0.0974,0.0755,model / self-contact,0
0.4,5,7,0.3606,-0.1516,0.0837,reachable,1
0.4,5,8,0.3369,-0.1943,0.0935,reachable,1
0.4,5,9,0.313,-0.2266,0.1035,reachable,1
0.4,6,0,0.3141,0.2373,0.0709,outside workspace box,0
0.4,6,1,0.3391,0.2043,0.0571,outside workspace box,0
0.4,6,2,0.3641,0.1599,0.0434,hits pocket,0
0.4,6,3,0.3852,0.1031,0.0317,hits pocket,0
0.4,6,4,0.3976,0.0358,0.0249,hits pocket,0
0.4,6,5,0.3976,-0.0358,0.0249,model / self-contact,0
0.4,6,6,0.3852,-0.1031,0.0317,model / self-contact,0
0.4,6,7,0.3641,-0.1599,0.0434,reachable,1
0.4,6,8,0.3391,-0.2043,0.0571,reachable,1
0.4,6,9,0.3141,-0.2373,0.0709,reachable,1
0.4,7,0,0.3129,0.2464,0.0369,outside workspace box,0
0.4,7,1,0.3383,0.2125,0.0191,outside workspace box,0
0.4,7,2,0.3636,0.1667,0.0014,hits pocket,0
0.4,7,3,0.385,0.1075,-0.0136,hits pocket,0
0.4,7,4,0.3976,0.0373,-0.0224,hits pocket,0
0.4,7,5,0.3976,-0.0373,-0.0224,hits pocket,0
0.4,7,6,0.385,-0.1075,-0.0136,model / self-contact,0
0.4,7,7,0.3636,-0.1667,0.0014,reachable,1
0.4,7,8,0.3383,-0.2125,0.0191,reachable,1
0.4,7,9,0.3129,-0.2464,0.0369,reachable,1
0.4,8,0,0.3093,0.2536,0.0022,outside workspace box,0
0.4,8,1,0.3343,0.2188,-0.0194,outside workspace box,0
0.4,8,2,0.3591,0.1715,-0.0407,model / self-contact,0
0.4,8,3,0.3799,0.1106,-0.0587,hits pocket,0
0.4,8,4,0.3921,0.0384,-0.0692,hits pocket,0
0.4,8,5,0.3921,-0.0384,-0.0692,hits pocket,0
0.4,8,6,0.3799,-0.1106,-0.0587,model / self-contact,0
0.4,8,7,0.3591,-0.1715,-0.0407,model / self-contact,0
0.4,8,8,0.3343,-0.2188,-0.0194,reachable,1
0.4,8,9,0.3093,-0.2536,0.0022,reachable,1
0.4,9,0,0.3033,0.2588,-0.0324,outside workspace box,0
0.4,9,1,0.3272,0.2228,-0.0573,outside workspace box,0
0.4,9,2,0.3507,0.1743,-0.0817,model / self-contact,0
0.4,9,3,0.3702,0.1121,-0.102,model / self-contact,0
0.4,9,4,0.3815,0.0388,-0.1138,hits pocket,0
0.4,9,5,0.3815,-0.0388,-0.1138,hits pocket,0
0.4,9,6,0.3702,-0.1121,-0.102,model / self-contact,0
0.4,9,7,0.3507,-0.1743,-0.0817,model / self-contact,0
0.4,9,8,0.3272,-0.2228,-0.0573,model / self-contact,0
0.4,9,9,0.3033,-0.2588,-0.0324,model / self-contact,0
0.45,0,0,0.3283,0.2011,0.233,outside workspace box,0
0.45,0,1,0.3453,0.1671,0.2352,hits pocket,0
0.45,0,2,0.3609,0.1264,0.2373,hits pocket,0
0.45,0,3,0.3731,0.0791,0.2389,hits pocket,0
0.45,0,4,0.3798,0.027,0.2398,hits pocket,0
0.45,0,5,0.3798,-0.027,0.2398,hits pocket,0
0.45,0,6,0.3731,-0.0791,0.2389,reachable,1
0.45,0,7,0.3609,-0.1264,0.2373,reachable,1
0.45,0,8,0.3453,-0.1671,0.2352,reachable,1
0.45,0,9,0.3283,-0.2011,0.233,reachable,1
0.45,1,0,0.3356,0.2142,0.2098,outside workspace box,0
0.45,1,1,0.355,0.1793,0.2106,hits pocket,0
0.45,1,2,0.3731,0.1365,0.2113,hits pocket,0
0.45,1,3,0.3876,0.0859,0.2118,hits pocket,0
0.45,1,4,0.3958,0.0294,0.2121,hits pocket,0
0.45,1,5,0.3958,-0.0294,0.2121,hits pocket,0
0.45,1,6,0.3876,-0.0859,0.2118,reachable,1
0.45,1,7,0.3731,-0.1365,0.2113,reachable,1
0.45,1,8,0.355,-0.1793,0.2106,reachable,1
0.45,1,9,0.3356,-0.2142,0.2098,reachable,1
0.45,2,0,0.3421,0.2275,0.1836,outside workspace box,0
0.45,2,1,0.364,0.1918,0.1822,hits pocket,0
0.45,2,2,0.3849,0.147,0.1809,hits pocket,0
0.45,2,3,0.4018,0.0931,0.1799,hits pocket,0
0.45,2,4,0.4115,0.032,0.1793,hits pocket,0
0.45,2,5,0.4115,-0.032,0.1793,hits pocket,0
0.45,2,6,0.4018,-0.0931,0.1799,reachable,1
0.45,2,7,0.3849,-0.147,0.1809,reachable,1
0.45,2,8,0.364,-0.1918,0.1822,reachable,1
0.45,2,9,0.3421,-0.2275,0.1836,reachable,1
0.45,3,0,0.3475,0.2408,0.1542,outside workspace box,0
0.45,3,1,0.3718,0.2043,0.1501,outside workspace box,0
0.45,3,2,0.3953,0.1577,0.146,hits pocket,0
0.45,3,3,0.4148,0.1005,0.1427,hits pocket,0
0.45,3,4,0.426,0.0346,0.1408,hits pocket,0
0.45,3,5,0.426,-0.0346,0.1408,hits pocket,0
0.45,3,6,0.4148,-0.1005,0.1427,reachable,1
0.45,3,7,0.3953,-0.1577,0.146,reachable,1
0.45,3,8,0.3718,-0.2043,0.1501,reachable,1
0.45,3,9,0.3475,-0.2408,0.1542,reachable,1
0.45,4,0,0.3512,0.2536,0.1219,outside workspace box,0
0.45,4,1,0.3776,0.2165,0.1143,outside workspace box,0
0.45,4,2,0.4035,0.1681,0.1068,hits pocket,0
0.45,4,3,0.4252,0.1076,0.1006,hits pocket,0
0.45,4,4,0.4379,0.0372,0.0969,hits pocket,0
0.45,4,5,0.4379,-0.0372,0.0969,hits pocket,0
0.45,4,6,0.4252,-0.1076,0.1006,reachable,1
0.45,4,7,0.4035,-0.1681,0.1068,reachable,1
0.45,4,8,0.3776,-0.2165,0.1143,reachable,1
0.45,4,9,0.3512,-0.2536,0.1219,reachable,1
