idx,depth,u,v,tx,ty,tz,state,final_ok
616,0.1092,65.3,94.4,0.1131,0.0255,0.1975,model / self-contact,0
617,0.2606,584.9,3.0,0.2646,-0.1356,0.2314,reachable,1
618,0.5941,100.4,168.1,0.5981,0.3719,0.04,outside workspace box,0
619,0.162,452.7,129.7,0.166,-0.0358,0.1843,model / self-contact,0
620,0.4822,451.2,195.1,0.4861,-0.1794,0.036,reachable,1
621,0.2419,28.7,62.3,0.2459,0.1417,0.2026,hits pocket,0
622,0.3873,298.6,205.0,0.3912,0.0227,0.063,hits pocket,0
623,0.3005,347.5,203.8,0.3044,-0.021,0.1022,hits pocket,0
624,0.1231,178.4,186.5,0.1271,0.0222,0.1824,model / self-contact,0
625,0.0825,479.5,343.1,0.0864,-0.0041,0.1933,model / self-contact,0
626,0.2518,500.7,80.6,0.2558,-0.0949,0.1938,reachable,1
627,0.3873,21.5,348.9,0.3912,0.3773,-0.135,outside workspace box,0
628,0.6364,52.2,115.8,0.6403,0.4642,0.1219,outside workspace box,0
629,0.2177,38.4,330.4,0.2217,0.1581,0.0609,hits pocket,0
630,0.5877,49.8,224.9,0.5917,0.4813,-0.0638,outside workspace box,0
631,0.2074,234.5,124.8,0.2114,0.0351,0.178,hits pocket,0
632,0.3532,199.2,24.3,0.3571,0.0947,0.2323,hits pocket,0
633,0.4834,218.6,59.8,0.4874,0.1209,0.2092,model / self-contact,0
634,0.1313,571.7,290.6,0.1353,-0.0524,0.1563,model / self-contact,0
635,0.5988,584.7,147.2,0.6027,-0.4422,0.0752,IK fails,0
636,0.108,53.5,354.2,0.112,0.0349,0.1646,model / self-contact,0
637,0.5043,477.1,257.2,0.5083,-0.2433,-0.0765,model / self-contact,0
638,0.3577,156.6,269.3,0.3617,0.1689,0.0037,hits pocket,0
639,0.2181,30.1,35.1,0.2221,0.1177,0.2126,hits pocket,0
640,0.2144,542.4,153.2,0.2184,-0.099,0.1642,reachable,1
641,0.2348,342.3,118.9,0.2388,-0.011,0.1763,hits pocket,0
642,0.1494,126.8,126.5,0.1534,0.0443,0.1873,hits pocket,0
643,0.2168,138.3,172.2,0.2208,0.084,0.1545,hits pocket,0
644,0.4388,564.7,21.0,0.4427,-0.2503,0.2454,reachable,1
645,0.3405,551.0,331.5,0.3445,-0.2425,-0.061,model / self-contact,0
646,0.3288,258.0,12.8,0.3327,0.0439,0.2368,hits pocket,0
647,0.147,415.9,121.8,0.151,-0.0212,0.1888,model / self-contact,0
648,0.3848,301.2,58.4,0.3887,0.017,0.2081,hits pocket,0
649,0.1477,292.5,358.1,0.1517,0.0081,0.1193,hits pocket,0
650,0.3011,406.5,71.8,0.305,-0.0577,0.1976,model / self-contact,0
651,0.2664,478.4,179.0,0.2704,-0.0997,0.134,reachable,1
652,0.2795,569.0,314.0,0.2835,-0.1966,0.0167,reachable,1
653,0.162,60.6,123.4,0.1659,0.0695,0.186,hits pocket,0
654,0.3531,476.7,229.9,0.357,-0.152,0.0518,reachable,1
655,0.2071,337.6,155.4,0.2111,-0.0074,0.1651,hits pocket,0
656,0.3891,569.6,123.5,0.393,-0.2436,0.1489,reachable,1
657,0.5541,83.6,18.9,0.5581,0.3182,0.2624,outside workspace box,0
658,0.4441,82.5,48.7,0.4481,0.2531,0.2194,outside workspace box,0
659,0.0948,137.5,281.1,0.0988,0.0127,0.186,model / self-contact,0
660,0.5702,20.0,136.5,0.5741,0.4686,0.099,outside workspace box,0
661,0.3393,86.1,1.9,0.3432,0.1706,0.2455,hits pocket,0
662,0.1879,287.3,157.7,0.1919,0.0118,0.1694,hits pocket,0
663,0.3223,454.6,306.6,0.3263,-0.1274,-0.0132,model / self-contact,0
664,0.0961,592.6,258.0,0.1,-0.0198,0.187,model / self-contact,0
665,0.427,601.9,141.4,0.4309,-0.3142,0.1227,reachable,1
666,0.1823,112.3,187.6,0.1862,0.0737,0.1599,hits pocket,0
667,0.6481,419.1,110.1,0.6521,-0.1743,0.1301,outside workspace box,0
668,0.1601,69.7,203.0,0.1641,0.0715,0.1636,hits pocket,0
669,0.3508,189.1,309.7,0.3547,0.1388,-0.0418,hits pocket,0
670,0.3165,57.0,262.3,0.3204,0.2301,0.0396,outside workspace box,0
671,0.3173,52.9,174.4,0.3213,0.2121,0.1202,outside workspace box,0
672,0.4105,373.6,156.4,0.4145,-0.0579,0.1099,hits pocket,0
673,0.3846,450.5,356.2,0.3885,-0.1651,-0.1442,model / self-contact,0
674,0.5983,282.0,256.3,0.6023,0.0717,-0.1354,IK fails,0
675,0.6364,14.7,13.0,0.6404,0.4789,0.2815,outside workspace box,0
676,0.4462,349.4,18.6,0.4502,-0.0307,0.2485,hits pocket,0
677,0.2916,61.8,38.2,0.2956,0.1596,0.2174,hits pocket,0
678,0.5623,424.8,295.2,0.5663,-0.193,-0.1951,IK fails,0
679,0.1337,247.5,352.9,0.1376,0.0171,0.1367,hits pocket,0
680,0.4749,429.3,83.4,0.4789,-0.1305,0.1827,reachable,1
681,0.0768,300.4,10.9,0.0808,0.0,0.2001,model / self-contact,0
682,0.4628,189.4,35.1,0.4668,0.1444,0.2344,model / self-contact,0
683,0.45,294.9,231.8,0.4539,0.033,-0.003,model / self-contact,0
684,0.4597,30.4,149.3,0.4637,0.3559,0.1057,outside workspace box,0
685,0.2796,578.0,340.6,0.2836,-0.2109,-0.0103,reachable,1
686,0.0771,368.9,336.2,0.0811,-0.0002,0.1989,model / self-contact,0
687,0.5596,624.8,163.7,0.5636,-0.4794,0.0579,IK fails,0
688,0.5147,107.4,336.9,0.5186,0.3727,-0.245,outside workspace box,0
689,0.313,417.9,62.3,0.3169,-0.068,0.2037,model / self-contact,0
690,0.5857,374.8,144.7,0.5897,-0.0891,0.0824,model / self-contact,0
691,0.5752,352.5,32.1,0.5792,-0.0462,0.2483,model / self-contact,0
692,0.4357,199.2,61.8,0.4397,0.1273,0.2062,model / self-contact,0
693,0.3424,517.1,104.5,0.3464,-0.1606,0.1719,reachable,1
694,0.2738,619.5,159.1,0.2778,-0.1918,0.1449,reachable,1
695,0.4359,352.3,254.5,0.4399,-0.0419,-0.0284,hits pocket,0
696,0.3251,21.2,338.3,0.3291,0.2979,-0.0544,outside workspace box,0
697,0.1485,450.7,215.5,0.1525,-0.0326,0.1652,model / self-contact,0
698,0.4536,636.6,283.4,0.4576,-0.4463,-0.0865,IK fails,0
699,0.1038,172.6,68.9,0.1077,0.0121,0.1999,model / self-contact,0
700,0.3025,356.9,76.0,0.3065,-0.0248,0.1949,hits pocket,0
701,0.2405,487.1,218.4,0.2445,-0.095,0.1193,reachable,1
702,0.1684,59.4,110.9,0.1723,0.0741,0.1885,hits pocket,0
703,0.2653,349.0,152.1,0.2692,-0.0176,0.1518,hits pocket,0
704,0.3057,247.3,146.9,0.3097,0.0534,0.1454,hits pocket,0
705,0.3675,209.4,273.5,0.3715,0.1189,-0.0085,hits pocket,0
706,0.185,7.2,147.8,0.189,0.109,0.1737,hits pocket,0
707,0.496,381.1,302.2,0.5,-0.098,-0.1547,IK fails,0
708,0.3293,78.7,180.2,0.3333,0.2024,0.1112,outside workspace box,0
709,0.462,281.3,132.9,0.466,0.047,0.1256,model / self-contact,0
710,0.4361,77.9,18.0,0.44,0.2452,0.2478,outside workspace box,0
711,0.6032,128.3,129.1,0.6072,0.3169,0.1046,outside workspace box,0
712,0.2935,90.8,305.9,0.2974,0.1913,0.0125,hits pocket,0
713,0.4146,122.7,354.6,0.4186,0.2733,-0.1747,outside workspace box,0
714,0.2723,142.2,274.8,0.2763,0.1289,0.0585,hits pocket,0
715,0.1481,340.6,128.4,0.1521,-0.0047,0.1871,model / self-contact,0
716,0.2064,529.9,254.4,0.2103,-0.0986,0.1174,reachable,1
717,0.5569,337.7,4.6,0.5609,-0.0237,0.28,reachable,1
718,0.5844,142.3,110.8,0.5883,0.278,0.1368,outside workspace box,0
719,0.0831,125.8,243.5,0.0871,0.0049,0.1958,model / self-contact,0
720,0.39,366.2,277.2,0.3939,-0.0537,-0.0297,model / self-contact,0
721,0.3023,636.6,212.7,0.3062,-0.2459,0.0939,reachable,1
722,0.4821,189.4,228.1,0.4861,0.1853,-0.0144,IK fails,0
723,0.4627,261.1,342.2,0.4667,0.0917,-0.2027,IK fails,0
724,0.6401,390.2,104.3,0.6441,-0.121,0.1409,IK fails,0
725,0.3258,155.2,177.7,0.3297,0.1359,0.1146,hits pocket,0
726,0.4777,300.9,129.9,0.4817,0.0241,0.1264,reachable,1
727,0.4502,284.5,359.8,0.4541,0.0547,-0.2248,IK fails,0
728,0.5283,390.2,160.9,0.5323,-0.103,0.0714,reachable,1
729,0.5387,41.9,222.3,0.5427,0.4466,-0.0339,outside workspace box,0
730,0.2316,232.4,162.2,0.2356,0.0442,0.1551,hits pocket,0
731,0.1694,26.8,188.0,0.1734,0.0914,0.1647,hits pocket,0
732,0.3825,142.7,157.8,0.3864,0.1756,0.1161,hits pocket,0
733,0.5706,475.2,72.0,0.5745,-0.2272,0.1944,model / self-contact,0
734,0.1286,542.5,208.4,0.1325,-0.0399,0.1762,model / self-contact,0
735,0.6301,277.4,23.6,0.634,0.0667,0.2656,IK fails,0
736,0.3652,98.0,316.2,0.3691,0.2497,-0.0635,outside workspace box,0
737,0.389,202.3,28.9,0.3929,0.1046,0.2328,hits pocket,0
738,0.0987,251.8,42.7,0.1026,0.0044,0.2016,model / self-contact,0
739,0.2103,300.7,48.9,0.2142,0.0075,0.207,hits pocket,0
740,0.484,627.7,254.5,0.4879,-0.4524,-0.0588,IK fails,0
741,0.5894,624.9,66.5,0.5933,-0.461,0.2022,IK fails,0
742,0.2157,52.5,244.0,0.2197,0.133,0.1174,hits pocket,0
743,0.3652,538.1,325.7,0.3691,-0.2484,-0.0769,model / self-contact,0
744,0.6143,250.2,128.5,0.6183,0.1178,0.1037,IK fails,0
745,0.4554,549.9,314.2,0.4594,-0.3384,-0.142,IK fails,0
746,0.6029,11.9,156.4,0.6069,0.5239,0.0581,outside workspace box,0
747,0.5946,58.2,130.7,0.5986,0.4265,0.1037,outside workspace box,0
748,0.2246,180.0,280.7,0.2285,0.0774,0.0891,hits pocket,0
749,0.5788,269.8,64.6,0.5828,0.0742,0.2048,IK fails,0
750,0.583,597.5,231.0,0.5869,-0.4933,-0.0735,IK fails,0
751,0.5514,236.5,358.9,0.5553,0.1633,-0.3371,IK fails,0
752,0.5906,463.9,24.6,0.5946,-0.2096,0.2596,model / self-contact,0
753,0.3377,533.5,123.6,0.3417,-0.1742,0.1572,reachable,1
754,0.2876,48.8,107.6,0.2915,0.176,0.1757,hits pocket,0
755,0.5868,242.3,277.6,0.5908,0.1471,-0.1746,IK fails,0
756,0.5936,269.2,58.8,0.5975,0.0768,0.2132,IK fails,0
757,0.3606,91.9,219.0,0.3646,0.2245,0.0598,outside workspace box,0
758,0.417,255.9,52.3,0.421,0.0635,0.2147,hits pocket,0
759,0.6183,591.8,87.0,0.6223,-0.4429,0.1708,IK fails,0
760,0.3603,334.8,256.0,0.3642,-0.0152,0.0179,hits pocket,0
761,0.2589,29.5,161.4,0.2628,0.1723,0.1477,hits pocket,0
762,0.3429,458.4,144.6,0.3468,-0.1178,0.1385,reachable,1
763,0.2334,86.5,258.9,0.2374,0.1332,0.0972,hits pocket,0
764,0.4359,488.7,246.2,0.4399,-0.2167,-0.016,reachable,1
765,0.4212,8.9,293.9,0.4252,0.4061,-0.0784,outside workspace box,0
766,0.1761,388.2,300.9,0.1801,-0.026,0.1161,hits pocket,0
767,0.5479,379.9,350.6,0.5518,-0.115,-0.3123,IK fails,0
768,0.0956,588.7,188.5,0.0996,-0.0176,0.1926,model / self-contact,0
769,0.2219,424.0,298.1,0.2259,-0.0577,0.0795,hits pocket,0
770,0.158,294.7,102.0,0.162,0.0063,0.192,model / self-contact,0
771,0.3723,545.8,244.3,0.3763,-0.2382,0.0244,reachable,1
772,0.4545,530.3,88.5,0.4585,-0.2395,0.1779,reachable,1
773,0.4709,607.8,290.8,0.4748,-0.4281,-0.1128,IK fails,0
774,0.2656,549.0,121.4,0.2696,-0.1351,0.1703,reachable,1
775,0.5673,6.2,249.8,0.5713,0.5527,-0.1023,outside workspace box,0
776,0.5449,268.9,318.3,0.5488,0.0935,-0.2321,IK fails,0
777,0.5228,491.0,130.9,0.5268,-0.24,0.1167,reachable,1
778,0.136,392.8,343.1,0.14,-0.0176,0.1373,model / self-contact,0
779,0.2021,509.2,158.0,0.2061,-0.0771,0.1654,reachable,1
780,0.5871,552.3,137.3,0.5911,-0.3756,0.0942,IK fails,0
781,0.269,200.8,239.3,0.273,0.0815,0.0895,hits pocket,0
782,0.5153,214.4,232.8,0.5193,0.1629,-0.0401,IK fails,0
783,0.1925,90.4,30.4,0.1965,0.0761,0.2118,hits pocket,0
784,0.604,93.6,87.5,0.608,0.3594,0.1708,outside workspace box,0
785,0.5939,580.1,222.5,0.5978,-0.4677,-0.0621,IK fails,0
786,0.2694,187.3,33.9,0.2734,0.0733,0.2178,hits pocket,0
787,0.575,562.9,10.2,0.5789,-0.3385,0.2761,model / self-contact,0
788,0.3663,292.9,268.0,0.3702,0.0288,-0.0007,hits pocket,0
789,0.1266,57.8,264.2,0.1305,0.0483,0.1659,hits pocket,0
790,0.4372,604.8,184.2,0.4412,-0.3421,0.0682,reachable,1
791,0.5404,9.3,49.4,0.5444,0.418,0.2236,outside workspace box,0
792,0.102,37.2,15.1,0.1059,0.0206,0.2036,model / self-contact,0
793,0.4491,111.6,270.2,0.453,0.2856,-0.0616,outside workspace box,0
794,0.0889,506.1,274.3,0.0928,-0.0088,0.1908,model / self-contact,0
795,0.3713,158.2,334.3,0.3752,0.1902,-0.0956,model / self-contact,0
796,0.6061,450.6,351.7,0.6101,-0.2821,-0.3787,outside workspace box,0
797,0.3714,593.2,147.7,0.3754,-0.2581,0.1289,reachable,1
798,0.3707,43.0,17.2,0.3747,0.2294,0.2397,outside workspace box,0
799,0.1996,147.2,126.8,0.2036,0.0668,0.1785,hits pocket,0
800,0.1882,298.8,333.8,0.1921,0.0095,0.088,hits pocket,0
801,0.4323,52.2,343.2,0.4362,0.3845,-0.1729,outside workspace box,0
802,0.1081,237.0,181.0,0.1121,0.0088,0.1886,model / self-contact,0
803,0.14,199.1,13.9,0.144,0.0217,0.2092,model / self-contact,0
804,0.2441,303.6,29.7,0.248,0.0078,0.2173,hits pocket,0
805,0.1871,379.0,310.4,0.1911,-0.0253,0.1019,hits pocket,0
806,0.2218,232.2,99.8,0.2258,0.0389,0.1867,hits pocket,0
807,0.5357,614.5,155.9,0.5396,-0.4366,0.077,IK fails,0
808,0.3305,95.8,166.1,0.3345,0.1861,0.1231,hits pocket,0
809,0.2854,398.3,242.2,0.2894,-0.0582,0.0777,hits pocket,0
810,0.2723,126.9,340.1,0.2762,0.1521,-0.0023,hits pocket,0
811,0.1741,80.0,195.0,0.1781,0.0793,0.1604,hits pocket,0
812,0.41,512.5,248.7,0.4139,-0.2301,-0.0038,reachable,1
813,0.3813,9.9,152.1,0.3853,0.3041,0.1221,outside workspace box,0
814,0.6114,488.8,122.7,0.6153,-0.2816,0.1138,IK fails,0
815,0.3116,285.7,31.0,0.3156,0.023,0.2234,hits pocket,0
816,0.2435,538.3,67.7,0.2475,-0.1078,0.2001,reachable,1
817,0.2533,625.6,26.4,0.2573,-0.1536,0.2197,reachable,1
818,0.3791,281.2,173.3,0.383,0.0386,0.101,hits pocket,0
819,0.3505,216.8,7.7,0.3545,0.0789,0.2436,hits pocket,0
820,0.2941,556.2,30.3,0.298,-0.1465,0.2221,reachable,1
821,0.493,584.4,298.9,0.4969,-0.4195,-0.1458,IK fails,0
822,0.3115,454.8,2.8,0.3154,-0.088,0.2402,reachable,1
823,0.2612,569.3,260.0,0.2651,-0.1674,0.0783,reachable,1
824,0.5682,358.8,222.9,0.5721,-0.0663,-0.05,IK fails,0
825,0.4921,351.1,307.6,0.4961,-0.0498,-0.162,IK fails,0
826,0.3594,637.9,122.8,0.3634,-0.2807,0.1543,reachable,1
827,0.3735,403.9,5.4,0.3775,-0.0693,0.2489,reachable,1
828,0.4194,300.8,100.3,0.4233,0.02,0.1681,hits pocket,0
829,0.5938,461.6,241.3,0.5978,-0.2602,-0.1005,IK fails,0
830,0.1577,297.6,256.3,0.1617,0.0066,0.1476,model / self-contact,0
831,0.5276,417.8,47.5,0.5315,-0.1278,0.2252,reachable,1
832,0.605,519.7,50.1,0.6089,-0.3062,0.2259,IK fails,0
833,0.569,313.0,328.8,0.573,0.0136,-0.2798,IK fails,0
834,0.5789,226.2,262.4,0.5829,0.1717,-0.1358,IK fails,0
835,0.5234,639.3,91.2,0.5274,-0.4311,0.1704,model / self-contact,0
836,0.2185,247.7,24.5,0.2224,0.0291,0.2165,hits pocket,0
837,0.3772,101.9,260.0,0.3811,0.2383,0.002,outside workspace box,0
838,0.1465,97.3,217.7,0.1505,0.0542,0.1656,hits pocket,0
839,0.5051,366.1,123.8,0.5091,-0.0617,0.1295,reachable,1
840,0.2611,315.9,296.6,0.2651,0.0029,0.0485,hits pocket,0
841,0.4662,259.2,98.3,0.4702,0.0721,0.1661,model / self-contact,0
842,0.4003,593.8,25.4,0.4043,-0.2514,0.2369,reachable,1
843,0.3361,341.8,303.2,0.34,-0.0216,-0.0209,model / self-contact,0
844,0.4201,403.7,107.3,0.424,-0.0883,0.1609,reachable,1
845,0.453,525.2,42.7,0.457,-0.2227,0.2259,reachable,1
846,0.3631,75.1,281.1,0.3671,0.2617,-0.0149,outside workspace box,0
847,0.3389,389.0,143.6,0.3429,-0.0578,0.1403,hits pocket,0
848,0.198,113.5,295.1,0.2019,0.0953,0.101,hits pocket,0
849,0.2275,385.5,246.7,0.2314,-0.0354,0.1088,hits pocket,0
850,0.1355,77.2,57.2,0.1395,0.0422,0.2018,model / self-contact,0
851,0.1387,305.6,123.7,0.1427,0.0028,0.1897,model / self-contact,0
852,0.2876,201.6,92.8,0.2916,0.0757,0.185,hits pocket,0
853,0.3838,151.4,121.7,0.3877,0.1615,0.1514,hits pocket,0
854,0.2029,43.1,24.6,0.2069,0.0994,0.2147,hits pocket,0
855,0.2325,282.1,189.7,0.2364,0.0199,0.1399,hits pocket,0
856,0.2211,18.4,318.8,0.225,0.1707,0.066,hits pocket,0
857,0.1357,320.4,34.8,0.1397,-0.0001,0.2053,model / self-contact,0
858,0.4169,431.5,85.8,0.4209,-0.114,0.1828,reachable,1
859,0.59,336.1,191.4,0.5939,-0.0277,-0.0007,IK fails,0
860,0.4108,302.7,329.0,0.4148,0.0229,-0.1261,model / self-contact,0
861,0.4306,475.1,169.6,0.4346,-0.18,0.0887,reachable,1
862,0.4686,575.4,212.4,0.4726,-0.3441,0.0164,reachable,1
863,0.6217,124.1,28.3,0.6257,0.3035,0.2581,outside workspace box,0
864,0.2946,117.2,112.8,0.2985,0.1367,0.1715,hits pocket,0
865,0.1443,522.9,106.8,0.1483,-0.0425,0.1923,model / self-contact,0
866,0.0764,273.6,297.1,0.0804,0.0001,0.1997,model / self-contact,0
867,0.3299,341.5,253.5,0.3339,-0.0197,0.04,hits pocket,0
868,0.4742,558.4,137.2,0.4781,-0.3002,0.1177,reachable,1
869,0.4304,108.0,49.1,0.4344,0.2176,0.2183,outside workspace box,0
870,0.42,275.2,194.4,0.4239,0.0518,0.062,hits pocket,0
871,0.5546,180.0,175.9,0.5586,0.2208,0.0393,outside workspace box,0
872,0.5469,57.9,205.6,0.5509,0.4204,-0.0084,outside workspace box,0
873,0.1711,13.3,257.6,0.1751,0.1055,0.1385,hits pocket,0
874,0.2547,212.7,1.4,0.2586,0.0531,0.2311,hits pocket,0
875,0.6001,534.6,28.9,0.6041,-0.3195,0.255,IK fails,0
876,0.221,275.2,178.0,0.225,0.0214,0.1503,hits pocket,0
877,0.5175,598.6,71.3,0.5214,-0.3639,0.196,reachable,1
878,0.457,336.9,113.5,0.461,-0.0198,0.1495,hits pocket,0
879,0.0872,507.5,316.3,0.0912,-0.0082,0.1898,model / self-contact,0
880,0.2474,11.8,97.7,0.2514,0.1604,0.1854,hits pocket,0
881,0.2186,171.6,68.0,0.2226,0.0624,0.2,hits pocket,0
882,0.4021,467.8,129.3,0.4061,-0.1512,0.1408,reachable,1
883,0.4499,352.8,293.8,0.4538,-0.0464,-0.1012,model / self-contact,0
884,0.0798,525.9,199.0,0.0837,-0.0026,0.1984,model / self-contact,0
885,0.1749,232.2,99.3,0.1788,0.0264,0.1911,hits pocket,0
886,0.5146,415.9,298.2,0.5186,-0.16,-0.1624,IK fails,0
887,0.2267,196.0,163.4,0.2307,0.0608,0.1559,hits pocket,0
888,0.6435,234.7,161.8,0.6475,0.1571,0.0369,IK fails,0
889,0.5995,51.7,147.1,0.6035,0.4489,0.0751,outside workspace box,0
890,0.5042,370.2,129.2,0.5081,-0.0674,0.1225,reachable,1
891,0.5968,627.9,270.0,0.6007,-0.5888,-0.1647,IK fails,0
892,0.131,361.0,108.3,0.135,-0.0069,0.1936,model / self-contact,0
893,0.5273,603.3,70.0,0.5312,-0.3778,0.1975,model / self-contact,0
894,0.2342,380.1,146.4,0.2382,-0.0304,0.1626,hits pocket,0
895,0.3878,10.4,326.1,0.3918,0.3803,-0.0993,outside workspace box,0
896,0.5852,491.8,237.4,0.5892,-0.309,-0.0876,IK fails,0
897,0.472,66.1,249.2,0.476,0.3601,-0.0426,outside workspace box,0
898,0.3141,301.4,69.5,0.318,0.0131,0.199,hits pocket,0
899,0.6424,12.3,258.9,0.6464,0.6315,-0.1697,outside workspace box,0
900,0.4784,543.7,178.2,0.4824,-0.2975,0.0616,reachable,1
901,0.2795,205.4,124.2,0.2835,0.0728,0.1663,hits pocket,0
902,0.4114,498.6,127.5,0.4154,-0.1875,0.1411,reachable,1
903,0.4693,508.1,334.9,0.4732,-0.2949,-0.1948,IK fails,0
904,0.2839,344.4,293.6,0.2879,-0.0192,0.0326,hits pocket,0
905,0.0848,298.7,307.8,0.0887,0.0007,0.1924,model / self-contact,0
906,0.6326,536.1,281.3,0.6366,-0.4478,-0.2171,IK fails,0
907,0.5861,185.1,213.1,0.59,0.2364,-0.0399,outside workspace box,0
908,0.5394,14.8,296.4,0.5434,0.5366,-0.1789,outside workspace box,0
909,0.6242,416.4,208.2,0.6281,-0.1805,-0.0477,IK fails,0
910,0.2682,253.0,140.8,0.2721,0.0409,0.1581,hits pocket,0
911,0.3136,322.4,253.7,0.3176,-0.002,0.05,hits pocket,0
912,0.3797,277.2,67.8,0.3837,0.0383,0.2002,hits pocket,0
913,0.6379,136.5,224.0,0.6419,0.3586,-0.0877,outside workspace box,0
914,0.6455,285.1,54.8,0.6495,0.0579,0.2206,IK fails,0
915,0.5741,249.7,179.9,0.5781,0.116,0.0258,IK fails,0
916,0.5678,453.4,167.5,0.5717,-0.2142,0.0491,model / self-contact,0
917,0.4412,159.0,65.4,0.4451,0.173,0.2026,model / self-contact,0
918,0.5008,244.5,192.5,0.5047,0.1076,0.0324,model / self-contact,0
919,0.1382,302.1,338.3,0.1422,0.0045,0.1365,hits pocket,0
920,0.1208,537.0,284.0,0.1248,-0.0363,0.1659,model / self-contact,0
921,0.2989,352.8,282.2,0.3028,-0.0272,0.032,hits pocket,0
922,0.5669,310.5,268.4,0.5709,0.017,-0.1403,IK fails,0
923,0.5374,251.9,301.4,0.5414,0.1199,-0.1879,IK fails,0
924,0.5443,75.9,240.8,0.5482,0.4053,-0.0708,outside workspace box,0
925,0.1793,535.7,150.5,0.1833,-0.0715,0.1742,reachable,1
926,0.2501,109.3,306.9,0.2541,0.141,0.0491,hits pocket,0
927,0.1804,515.7,219.0,0.1843,-0.0706,0.1486,model / self-contact,0
928,0.5721,268.6,290.4,0.576,0.096,-0.1922,IK fails,0
929,0.0844,225.8,281.0,0.0883,0.0029,0.1938,model / self-contact,0
930,0.6275,338.4,49.8,0.6314,-0.0294,0.2274,IK fails,0
931,0.6268,447.0,127.6,0.6308,-0.219,0.1029,IK fails,0
932,0.2351,64.1,161.7,0.2391,0.1321,0.1543,hits pocket,0
933,0.3666,635.2,31.8,0.3705,-0.2609,0.2282,reachable,1
934,0.3324,142.6,250.4,0.3363,0.1631,0.0417,hits pocket,0
935,0.5068,545.9,257.8,0.5107,-0.3521,-0.0792,IK fails,0
936,0.2818,201.4,56.3,0.2857,0.0712,0.2066,hits pocket,0
937,0.4186,24.0,87.7,0.4225,0.3049,0.1809,outside workspace box,0
938,0.388,129.2,13.9,0.392,0.1668,0.2446,model / self-contact,0
939,0.6039,499.5,68.1,0.6078,-0.2795,0.1999,IK fails,0
940,0.4298,218.7,190.9,0.4337,0.1201,0.0625,model / self-contact,0
941,0.1121,351.0,209.7,0.116,-0.0038,0.1835,model / self-contact,0
942,0.1349,320.2,269.9,0.1388,-0.0,0.1588,model / self-contact,0
943,0.518,594.4,22.8,0.522,-0.3426,0.2532,reachable,1
944,0.5597,247.7,105.7,0.5637,0.1072,0.1473,IK fails,0
945,0.2787,525.4,218.5,0.2827,-0.1439,0.1005,reachable,1
946,0.29,505.3,54.2,0.2939,-0.1154,0.2081,reachable,1
947,0.2919,269.6,57.2,0.2959,0.0318,0.2064,hits pocket,0
948,0.139,235.3,51.6,0.1429,0.0155,0.2028,model / self-contact,0
949,0.1243,617.9,24.8,0.1283,-0.0407,0.2056,model / self-contact,0
950,0.2512,618.7,342.1,0.2552,-0.2106,0.0176,reachable,1
951,0.3129,65.8,219.1,0.3168,0.2082,0.0832,outside workspace box,0
952,0.5169,609.3,46.2,0.5209,-0.3684,0.2262,reachable,1
953,0.2303,15.9,74.8,0.2343,0.1393,0.1971,hits pocket,0
954,0.1542,105.2,286.2,0.1581,0.0628,0.1397,hits pocket,0
955,0.5156,294.9,46.6,0.5196,0.0319,0.2257,model / self-contact,0
956,0.1578,429.6,17.6,0.1617,-0.0252,0.2109,model / self-contact,0
957,0.2313,399.8,152.1,0.2352,-0.0398,0.1604,hits pocket,0
958,0.3317,403.0,318.3,0.3357,-0.0828,-0.0357,model / self-contact,0
959,0.4077,142.9,192.2,0.4117,0.1971,0.0695,model / self-contact,0
960,0.3754,134.1,263.6,0.3794,0.2028,-0.0014,outside workspace box,0
961,0.3132,420.3,163.1,0.3172,-0.0773,0.1308,model / self-contact,0
962,0.1684,134.5,321.0,0.1724,0.0671,0.1137,hits pocket,0
963,0.6338,159.6,130.9,0.6378,0.2811,0.096,outside workspace box,0
964,0.5537,353.2,52.6,0.5577,-0.0461,0.2202,reachable,1
965,0.4894,185.8,7.5,0.4933,0.1545,0.2657,IK fails,0
966,0.232,295.6,68.7,0.2359,0.0112,0.1997,hits pocket,0
967,0.2181,119.9,282.3,0.2221,0.106,0.0929,hits pocket,0
968,0.3932,618.2,189.0,0.3972,-0.3162,0.0789,reachable,1
969,0.5674,504.2,245.0,0.5713,-0.3226,-0.0926,IK fails,0
970,0.3785,81.5,178.4,0.3824,0.2384,0.0958,outside workspace box,0
971,0.3224,69.9,263.7,0.3264,0.2246,0.0341,outside workspace box,0
972,0.4751,396.9,310.8,0.479,-0.1186,-0.1533,IK fails,0
973,0.3184,493.5,105.4,0.3223,-0.1287,0.1738,reachable,1
974,0.3327,590.8,140.0,0.3367,-0.2205,0.1446,reachable,1
975,0.1857,83.3,240.9,0.1897,0.0921,0.1365,hits pocket,0
976,0.1561,105.3,313.0,0.1601,0.0666,0.1282,hits pocket,0
977,0.3403,377.1,95.8,0.3443,-0.0458,0.179,hits pocket,0
978,0.5107,587.1,278.7,0.5146,-0.4309,-0.1207,IK fails,0
979,0.5125,59.2,38.5,0.5165,0.3263,0.2348,outside workspace box,0
980,0.2753,306.3,304.8,0.2793,0.0105,0.0292,hits pocket,0
981,0.2906,402.7,96.3,0.2946,-0.0538,0.1826,hits pocket,0
