idx,depth,u,v,tx,ty,tz,state,final_ok
1694,0.4231,398.4,341.3,0.4271,-0.1094,-0.16,model / self-contact,0
1695,0.4975,150.2,147.2,0.5015,0.2288,0.0993,outside workspace box,0
1696,0.421,559.8,185.8,0.425,-0.2756,0.0722,reachable,1
1697,0.3259,618.5,235.5,0.3299,-0.2629,0.0608,reachable,1
1698,0.5938,67.0,273.6,0.5978,0.4833,-0.1706,outside workspace box,0
1699,0.1251,261.9,116.5,0.1291,0.0088,0.193,model / self-contact,0
1700,0.4078,277.3,351.4,0.4118,0.0578,-0.1617,IK fails,0
1701,0.3501,283.8,1.2,0.354,0.0275,0.2478,hits pocket,0
1702,0.2548,191.1,77.9,0.2588,0.0686,0.195,hits pocket,0
1703,0.2385,507.4,214.8,0.2425,-0.1048,0.1225,reachable,1
1704,0.4443,535.4,198.4,0.4482,-0.268,0.0468,reachable,1
1705,0.3596,249.4,297.2,0.3636,0.076,-0.0329,hits pocket,0
1706,0.4529,259.8,121.9,0.4568,0.0706,0.1403,model / self-contact,0
1707,0.2281,585.2,346.4,0.2321,-0.1632,0.0382,reachable,1
1708,0.5834,386.1,76.5,0.5874,-0.0998,0.1878,model / self-contact,0
1709,0.5533,599.8,219.8,0.5573,-0.4622,-0.0368,IK fails,0
1710,0.5076,51.1,245.3,0.5116,0.4138,-0.0575,outside workspace box,0
1711,0.425,578.1,305.8,0.4289,-0.3457,-0.1006,model / self-contact,0
1712,0.1895,99.4,300.8,0.1935,0.0955,0.1049,hits pocket,0
1713,0.2229,418.2,20.7,0.2269,-0.0407,0.2185,reachable,1
1714,0.1185,91.4,280.3,0.1225,0.0361,0.1684,hits pocket,0
1715,0.1809,100.3,282.3,0.1849,0.0859,0.121,hits pocket,0
1716,0.0982,361.1,120.1,0.1022,-0.0028,0.1966,model / self-contact,0
1717,0.3044,559.9,110.7,0.3084,-0.1686,0.1717,reachable,1
1718,0.1299,494.8,297.2,0.1338,-0.0357,0.1558,model / self-contact,0
1719,0.4379,193.4,290.7,0.4419,0.1725,-0.0865,IK fails,0
1720,0.3739,130.6,317.2,0.3778,0.2197,-0.0728,outside workspace box,0
1721,0.1409,415.0,207.2,0.1448,-0.021,0.1709,model / self-contact,0
1722,0.211,63.1,157.9,0.215,0.1121,0.163,hits pocket,0
1723,0.6341,579.8,299.3,0.6381,-0.552,-0.2639,IK fails,0
1724,0.4828,154.4,137.6,0.4868,0.2131,0.1155,outside workspace box,0
1725,0.6002,224.3,216.4,0.6041,0.173,-0.0531,IK fails,0
1726,0.0914,586.7,94.3,0.0953,-0.0124,0.1988,model / self-contact,0
1727,0.1678,438.8,253.7,0.1717,-0.0392,0.1421,model / self-contact,0
1728,0.4355,268.9,162.6,0.4395,0.0597,0.0958,hits pocket,0
1729,0.1175,565.2,316.8,0.1215,-0.0396,0.1621,model / self-contact,0
1730,0.4869,469.9,184.1,0.4909,-0.2048,0.0502,reachable,1
1731,0.2417,66.7,87.0,0.2456,0.1261,0.1911,hits pocket,0
1732,0.4176,188.0,238.8,0.4216,0.1596,0.0051,model / self-contact,0
1733,0.6232,284.8,77.3,0.6271,0.0574,0.1857,IK fails,0
1734,0.1428,230.5,308.4,0.1468,0.023,0.1416,hits pocket,0
1735,0.516,367.5,81.4,0.52,-0.0625,0.1833,reachable,1
1736,0.6363,442.5,6.4,0.6402,-0.191,0.2907,IK fails,0
1737,0.5912,358.3,339.7,0.5951,-0.0792,-0.33,IK fails,0
1738,0.5264,478.0,278.2,0.5303,-0.2639,-0.1314,IK fails,0
1739,0.4931,98.9,118.5,0.4971,0.286,0.1383,outside workspace box,0
1740,0.6314,385.8,8.2,0.6353,-0.1019,0.2874,IK fails,0
1741,0.3261,639.9,44.4,0.3301,-0.2307,0.216,reachable,1
1742,0.4825,87.3,149.0,0.4865,0.3029,0.1005,outside workspace box,0
1743,0.1279,106.1,333.0,0.1319,0.0442,0.1484,hits pocket,0
1744,0.3526,485.2,304.3,0.3566,-0.1751,-0.0364,model / self-contact,0
1745,0.2499,527.6,322.8,0.2539,-0.1417,0.0359,reachable,1
1746,0.1952,448.2,209.7,0.1992,-0.0523,0.1455,reachable,1
1747,0.0917,125.7,347.0,0.0956,0.0123,0.1833,model / self-contact,0
1748,0.5499,270.0,288.3,0.5539,0.089,-0.17,IK fails,0
1749,0.3663,354.7,322.0,0.3703,-0.0395,-0.0727,model / self-contact,0
1750,0.3726,191.2,328.9,0.3766,0.151,-0.0888,model / self-contact,0
1751,0.1171,184.9,218.9,0.121,0.0192,0.1798,model / self-contact,0
1752,0.3564,246.9,62.0,0.3603,0.0601,0.2046,hits pocket,0
1753,0.3534,131.9,98.0,0.3574,0.1585,0.1761,hits pocket,0
1754,0.3615,466.2,339.9,0.3654,-0.1674,-0.0939,model / self-contact,0
1755,0.0818,427.5,174.8,0.0857,-0.002,0.1981,model / self-contact,0
1756,0.1273,347.9,356.6,0.1313,-0.0059,0.1427,model / self-contact,0
1757,0.1511,326.1,227.8,0.155,-0.0016,0.1605,model / self-contact,0
1758,0.2471,12.9,83.1,0.251,0.1573,0.1927,hits pocket,0
1759,0.2195,56.4,124.9,0.2235,0.1181,0.176,hits pocket,0
1760,0.3254,11.0,44.4,0.3293,0.2221,0.216,outside workspace box,0
1761,0.6165,569.1,110.6,0.6204,-0.4142,0.1332,IK fails,0
1762,0.4969,528.2,281.8,0.5009,-0.3265,-0.1165,IK fails,0
1763,0.2811,565.7,1.2,0.285,-0.1395,0.2358,reachable,1
1764,0.5183,545.8,355.0,0.5223,-0.409,-0.2905,IK fails,0
1765,0.1835,288.3,80.7,0.1875,0.0102,0.1961,hits pocket,0
1766,0.1276,15.3,182.3,0.1316,0.0522,0.1815,model / self-contact,0
1767,0.646,487.9,326.6,0.65,-0.3774,-0.3486,outside workspace box,0
1768,0.5111,414.2,50.7,0.515,-0.1189,0.2206,reachable,1
1769,0.2477,520.9,103.1,0.2516,-0.1053,0.1827,reachable,1
1770,0.1608,460.3,274.4,0.1648,-0.0439,0.139,model / self-contact,0
1771,0.227,68.6,248.9,0.231,0.1359,0.1077,hits pocket,0
1772,0.2155,518.3,15.5,0.2195,-0.0776,0.2194,reachable,1
1773,0.1476,463.0,16.2,0.1515,-0.0287,0.2098,model / self-contact,0
1774,0.335,274.4,58.0,0.339,0.0345,0.2071,hits pocket,0
1775,0.1742,350.7,14.7,0.1782,-0.0085,0.2139,model / self-contact,0
1776,0.1043,243.0,51.8,0.1082,0.0063,0.2013,model / self-contact,0
1777,0.0998,363.4,234.3,0.1037,-0.0036,0.1869,model / self-contact,0
1778,0.1011,464.5,29.1,0.105,-0.0103,0.2026,model / self-contact,0
1779,0.4579,412.9,357.9,0.4618,-0.1458,-0.2296,IK fails,0
1780,0.2008,70.8,164.5,0.2047,0.1012,0.163,hits pocket,0
1781,0.3436,178.7,250.1,0.3476,0.1356,0.0351,hits pocket,0
1782,0.1729,442.9,196.1,0.1768,-0.0401,0.1605,model / self-contact,0
1783,0.1121,423.0,312.7,0.116,-0.0144,0.1678,model / self-contact,0
1784,0.4604,493.9,286.5,0.4644,-0.2505,-0.097,model / self-contact,0
1785,0.4169,409.4,185.0,0.4208,-0.1015,0.0747,reachable,1
1786,0.5026,220.9,353.8,0.5066,0.1728,-0.2705,IK fails,0
1787,0.0835,328.1,281.6,0.0875,-0.0002,0.1944,model / self-contact,0
1788,0.4456,631.4,51.3,0.4495,-0.334,0.2169,reachable,1
1789,0.3859,89.0,118.1,0.3899,0.222,0.1545,outside workspace box,0
1790,0.2357,97.6,202.5,0.2396,0.1205,0.1312,hits pocket,0
1791,0.5766,621.5,27.2,0.5806,-0.4282,0.2547,IK fails,0
1792,0.556,233.7,14.7,0.56,0.1161,0.2677,IK fails,0
1793,0.3996,65.2,8.2,0.4036,0.2298,0.2509,outside workspace box,0
1794,0.2285,469.9,302.0,0.2325,-0.0874,0.0713,hits pocket,0
1795,0.269,275.4,221.3,0.2729,0.0298,0.1032,hits pocket,0
1796,0.236,601.4,207.3,0.24,-0.1536,0.1282,reachable,1
1797,0.6365,429.2,259.6,0.6405,-0.222,-0.1677,IK fails,0
1798,0.4048,245.3,308.2,0.4087,0.0946,-0.0869,model / self-contact,0
1799,0.6084,322.3,211.2,0.6124,-0.0043,-0.0467,IK fails,0
1800,0.4477,484.6,332.3,0.4516,-0.243,-0.1684,IK fails,0
1801,0.0998,585.9,38.4,0.1038,-0.0181,0.2019,model / self-contact,0
1802,0.2523,299.0,87.2,0.2562,0.0111,0.1904,hits pocket,0
1803,0.5633,256.5,74.1,0.5673,0.0918,0.1917,model / self-contact,0
1804,0.3463,340.0,143.3,0.3503,-0.0172,0.1389,hits pocket,0
1805,0.6154,4.4,75.7,0.6194,0.5059,0.1884,outside workspace box,0
1806,0.4501,147.7,11.2,0.4541,0.1801,0.2561,model / self-contact,0
1807,0.4694,527.0,153.5,0.4733,-0.262,0.0979,reachable,1
1808,0.4749,471.0,99.2,0.4788,-0.1833,0.1642,reachable,1
1809,0.4482,31.3,297.0,0.4522,0.4079,-0.1054,outside workspace box,0
1810,0.5856,8.3,153.7,0.5895,0.5111,0.0673,outside workspace box,0
1811,0.437,268.7,178.4,0.4409,0.0612,0.0757,hits pocket,0
1812,0.4044,373.8,35.2,0.4084,-0.0505,0.2291,reachable,1
1813,0.1868,626.4,113.0,0.1907,-0.1047,0.1855,reachable,1
1814,0.1322,331.9,27.5,0.1361,-0.0019,0.2061,model / self-contact,0
1815,0.2897,465.9,214.9,0.2937,-0.1073,0.098,reachable,1
1816,0.4125,377.6,111.8,0.4164,-0.0597,0.1571,reachable,1
1817,0.0812,369.4,237.7,0.0851,-0.0009,0.1971,model / self-contact,0
1818,0.6061,448.6,183.9,0.61,-0.2266,0.0073,IK fails,0
1819,0.4306,539.6,176.8,0.4345,-0.2569,0.0799,reachable,1
1820,0.2321,299.1,218.3,0.236,0.0113,0.1235,hits pocket,0
1821,0.3849,321.2,10.8,0.3889,-0.001,0.2466,hits pocket,0
1822,0.5472,302.3,85.0,0.5511,0.025,0.1774,model / self-contact,0
1823,0.6365,525.9,174.4,0.6404,-0.3797,0.0147,IK fails,0
1824,0.4693,296.1,175.1,0.4733,0.0309,0.0691,model / self-contact,0
1825,0.614,422.4,111.2,0.618,-0.1696,0.1324,IK fails,0
1826,0.1422,579.1,22.9,0.1461,-0.0484,0.2079,model / self-contact,0
1827,0.1327,441.6,178.0,0.1367,-0.0228,0.1806,model / self-contact,0
1828,0.3969,250.1,144.3,0.4009,0.0714,0.1263,hits pocket,0
1829,0.4504,496.7,129.1,0.4543,-0.2075,0.1323,reachable,1
1830,0.4063,425.0,192.8,0.4102,-0.1165,0.0693,reachable,1
1831,0.3092,102.5,171.2,0.3132,0.1663,0.1255,hits pocket,0
1832,0.203,328.4,174.9,0.207,-0.0035,0.1578,hits pocket,0
1833,0.5737,276.8,32.8,0.5777,0.0613,0.2472,model / self-contact,0
1834,0.5221,561.6,331.2,0.5261,-0.4274,-0.2395,IK fails,0
1835,0.4944,555.9,227.5,0.4984,-0.3446,-0.0199,model / self-contact,0
1836,0.0883,295.3,229.9,0.0922,0.0011,0.1934,model / self-contact,0
1837,0.0959,365.5,121.4,0.0998,-0.0028,0.1969,model / self-contact,0
1838,0.554,282.9,284.8,0.558,0.0664,-0.1658,IK fails,0
1839,0.2827,78.0,24.3,0.2867,0.1415,0.2241,hits pocket,0
1840,0.4025,247.8,307.2,0.4064,0.0907,-0.0834,model / self-contact,0
1841,0.0813,505.3,58.0,0.0852,-0.0028,0.2001,model / self-contact,0
1842,0.4662,609.6,7.7,0.4701,-0.3147,0.2619,reachable,1
1843,0.6243,263.3,152.3,0.6282,0.1,0.0598,IK fails,0
1844,0.2329,431.8,291.7,0.2368,-0.0661,0.0751,hits pocket,0
1845,0.5389,9.6,114.5,0.5429,0.4438,0.1372,outside workspace box,0
1846,0.2607,159.4,78.0,0.2646,0.0883,0.1948,hits pocket,0
1847,0.1412,268.8,287.7,0.1452,0.0125,0.1493,model / self-contact,0
1848,0.2006,288.2,231.7,0.2045,0.0139,0.1325,hits pocket,0
1849,0.1997,266.5,48.1,0.2037,0.0191,0.2067,hits pocket,0
1850,0.3139,363.8,134.7,0.3178,-0.0329,0.1528,hits pocket,0
1851,0.4259,568.1,34.3,0.4299,-0.2479,0.2318,reachable,1
1852,0.2803,333.3,57.5,0.2842,-0.008,0.2059,hits pocket,0
1853,0.4043,104.1,86.9,0.4083,0.213,0.1824,outside workspace box,0
1854,0.2909,493.9,259.1,0.2949,-0.1355,0.0595,reachable,1
1855,0.1455,512.8,250.6,0.1495,-0.0481,0.157,model / self-contact,0
1856,0.3983,337.6,171.4,0.4023,-0.0186,0.0968,hits pocket,0
1857,0.2459,145.5,121.7,0.2498,0.0922,0.1732,hits pocket,0
1858,0.4327,624.3,0.8,0.4366,-0.3004,0.2626,reachable,1
1859,0.3437,378.5,116.5,0.3477,-0.0485,0.1621,hits pocket,0
1860,0.338,567.3,104.2,0.342,-0.1981,0.1726,reachable,1
1861,0.0968,86.9,265.2,0.1008,0.0177,0.1859,model / self-contact,0
1862,0.3434,100.4,128.6,0.3474,0.1841,0.152,hits pocket,0
1863,0.5485,387.6,1.4,0.5525,-0.0885,0.2822,reachable,1
1864,0.3353,459.7,130.0,0.3393,-0.1137,0.1524,reachable,1
1865,0.3082,195.9,352.6,0.3121,0.1176,-0.0545,hits pocket,0
1866,0.2342,35.2,272.0,0.2382,0.1658,0.0879,hits pocket,0
1867,0.0839,255.2,332.7,0.0878,0.002,0.1922,model / self-contact,0
1868,0.3764,305.4,317.0,0.3804,0.017,-0.0749,hits pocket,0
1869,0.5387,226.6,219.0,0.5427,0.1494,-0.0281,IK fails,0
1870,0.5334,154.6,356.7,0.5373,0.3105,-0.3114,outside workspace box,0
1871,0.3421,22.8,158.2,0.3461,0.2557,0.1268,outside workspace box,0
1872,0.4461,202.2,355.1,0.45,0.1785,-0.2106,IK fails,0
1873,0.3748,563.5,44.7,0.3788,-0.2098,0.2189,reachable,1
1874,0.2879,306.5,261.4,0.2919,0.0104,0.0595,hits pocket,0
1875,0.1324,573.1,313.7,0.1364,-0.0553,0.1493,model / self-contact,0
1876,0.2664,218.4,96.8,0.2704,0.0587,0.1843,hits pocket,0
1877,0.0854,489.4,66.5,0.0894,-0.0047,0.2,model / self-contact,0
1878,0.1111,350.0,282.9,0.1151,-0.0039,0.1735,model / self-contact,0
1879,0.0887,534.4,57.9,0.0927,-0.0079,0.2004,model / self-contact,0
1880,0.3756,201.6,47.6,0.3796,0.1026,0.2167,hits pocket,0
1881,0.2065,496.3,205.4,0.2104,-0.0783,0.1424,reachable,1
1882,0.5509,157.9,235.7,0.5549,0.2714,-0.065,outside workspace box,0
1883,0.317,357.6,233.5,0.321,-0.0319,0.0676,hits pocket,0
1884,0.5339,403.8,348.3,0.5378,-0.1558,-0.2915,IK fails,0
1885,0.3567,5.2,192.1,0.3607,0.2965,0.0897,outside workspace box,0
1886,0.3078,54.8,296.7,0.3117,0.2333,0.0102,outside workspace box,0
1887,0.6187,447.7,93.5,0.6227,-0.2096,0.1605,IK fails,0
1888,0.2648,214.5,242.2,0.2688,0.0708,0.0898,hits pocket,0
1889,0.578,72.4,9.1,0.5819,0.3466,0.2779,outside workspace box,0
1890,0.1342,371.0,212.8,0.1382,-0.0102,0.1727,model / self-contact,0
1891,0.2814,199.1,261.8,0.2854,0.0903,0.0634,hits pocket,0
1892,0.09,309.9,77.7,0.0939,0.0004,0.1996,model / self-contact,0
1893,0.5159,91.8,320.5,0.5199,0.3927,-0.2101,outside workspace box,0
1894,0.5354,501.3,322.1,0.5394,-0.3266,-0.232,IK fails,0
1895,0.6365,197.3,209.4,0.6405,0.2353,-0.0559,outside workspace box,0
1896,0.5105,190.2,207.8,0.5144,0.1925,0.0043,IK fails,0
1897,0.2967,396.8,209.1,0.3007,-0.058,0.0995,hits pocket,0
1898,0.1881,385.2,77.8,0.1921,-0.0217,0.1969,model / self-contact,0
