depth,row,col,tx,ty,tz,ik_err_m,isaac_tip_x,isaac_tip_y,isaac_tip_z,isaac_vs_target_m,joint_deviation_rad,self_collision,penetration_m,pocket_hit,pocket_pts,collision_pairs
0.4,7,9,0.4204,-0.36,-0.0383,9e-05,0.4208,-0.3602,-0.0374,0.001,0.00193,0,0.0,0,0,
0.4,8,3,0.4055,0.12,-0.0808,0.02109,0.4451,0.0528,-0.0339,0.091,0.21407,1,9e-05,0,0,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,8,4,0.4055,0.04,-0.0808,0.0001,0.4323,0.0412,-0.038,0.0505,0.19398,1,2e-05,1,20,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,8,5,0.4055,-0.04,-0.0808,7e-05,0.425,-0.0311,-0.0334,0.052,0.21865,1,0.0,1,86,right_shoulder_yaw_link|torso_link
0.4,8,6,0.4055,-0.12,-0.0808,8e-05,0.4256,-0.1134,-0.0295,0.0555,0.23467,0,0.0,0,0,
0.4,8,7,0.4055,-0.2,-0.0808,6e-05,0.4272,-0.1955,-0.0292,0.0562,0.23801,0,0.0,0,0,
0.4,8,8,0.4055,-0.28,-0.0808,9e-05,0.4287,-0.2817,-0.0345,0.0518,0.21781,0,0.0,0,0,
0.4,8,9,0.4055,-0.36,-0.0808,0.00411,0.4298,-0.3579,-0.0387,0.0486,0.19688,0,2e-05,0,0,
0.4,9,3,0.3906,0.12,-0.1233,0.03763,0.4421,0.0467,-0.0349,0.1258,0.31539,1,0.0,0,0,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,9,4,0.3906,0.04,-0.1233,0.00611,0.4365,0.047,-0.0303,0.104,0.45368,1,0.0,1,6,right_shoulder_roll_link|torso_link;right_shoulder_yaw_link|torso_link
0.4,9,5,0.3906,-0.04,-0.1233,0.0001,0.4372,-0.0262,-0.028,0.107,0.46104,1,0.0,1,72,right_shoulder_yaw_link|torso_link
0.4,9,6,0.3906,-0.12,-0.1233,7e-05,0.4353,-0.1125,-0.0238,0.1094,0.4726,0,0.0,0,0,
