depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.3,6,9,608.0,234.0,0.211,-0.1328,0.1278,1,1,1,9e-05,0.4668,0.9234,0.923409,-0.026213,0.206984,-0.580414,-0.022145,-0.553725,0.138175
0.3,7,0,32.0,270.0,0.2202,0.1483,0.1019,1,1,1,8e-05,0.9305,0.7171,0.181046,0.097183,0.717055,-0.116747,-0.013505,-0.096884,0.436717
0.3,7,1,96.0,270.0,0.2391,0.1309,0.0886,1,1,1,8e-05,0.9419,0.658,0.201156,0.102741,0.657982,-0.105316,-0.002102,-0.086215,0.406919
0.3,7,2,160.0,270.0,0.2586,0.1049,0.075,1,1,1,8e-05,0.9422,0.585,0.230097,0.101652,0.584963,-0.105027,0.011567,-0.083659,0.374482
0.3,7,3,224.0,270.0,0.2756,0.069,0.063,1,1,1,7e-05,0.9232,0.5007,0.273939,0.090827,0.500696,-0.124047,0.025947,-0.094959,0.340396
0.3,7,4,288.0,270.0,0.2858,0.0242,0.0559,1,1,1,7e-05,0.8782,0.4129,0.339993,0.070738,0.412924,-0.168982,0.03732,-0.125187,0.30425
0.3,7,5,352.0,270.0,0.2858,-0.0242,0.0559,1,1,1,7e-05,0.8082,0.4315,0.431526,0.047275,0.33259,-0.238959,0.040661,-0.17548,0.263596
0.3,7,6,416.0,270.0,0.2756,-0.069,0.063,1,1,1,8e-05,0.7238,0.5431,0.543086,0.027797,0.268751,-0.323384,0.032991,-0.241557,0.217341
0.3,7,7,480.0,270.0,0.2586,-0.1049,0.075,1,1,1,0.0001,0.6394,0.6632,0.663154,0.015395,0.224348,-0.407768,0.015951,-0.316133,0.169089
0.3,7,8,544.0,270.0,0.2391,-0.1309,0.0886,1,1,1,4e-05,0.5655,0.7814,0.781419,0.008538,0.196583,-0.481726,-0.005822,-0.392959,0.12467
0.3,7,9,608.0,270.0,0.2202,-0.1483,0.1019,1,1,1,7e-05,0.5065,0.8904,0.890433,0.004917,0.180142,-0.540684,-0.027952,-0.467449,0.08756
0.3,8,0,32.0,306.0,0.2271,0.1627,0.0731,1,1,1,0.0001,1.0263,0.7247,0.155113,0.151116,0.724747,-0.020867,-0.030706,-0.023598,0.385841
0.3,8,1,96.0,306.0,0.2475,0.1441,0.0555,1,1,1,3e-05,1.048,0.6586,0.168543,0.159086,0.658579,0.00081,-0.019086,-0.006855,0.350621
0.3,8,2,160.0,306.0,0.2685,0.1158,0.0374,1,1,1,0.0001,1.0574,0.5768,0.18843,0.157473,0.57675,0.010204,-0.004218,0.001525,0.314513
0.3,8,3,224.0,306.0,0.2866,0.0762,0.0218,1,1,1,9e-05,1.043,0.4834,0.223471,0.141125,0.483377,-0.004177,0.012978,-0.005306,0.280874
0.3,8,4,288.0,306.0,0.2974,0.0267,0.0125,1,1,1,8e-05,0.9962,0.3877,0.283761,0.111626,0.387705,-0.051044,0.028718,-0.032534,0.249778
0.3,8,5,352.0,306.0,0.2974,-0.0267,0.0125,1,1,1,7e-05,0.9172,0.3742,0.374191,0.078289,0.30152,-0.13005,0.036833,-0.081304,0.216255
0.3,8,6,416.0,306.0,0.2866,-0.0762,0.0218,1,1,1,7e-05,0.8185,0.4885,0.488456,0.051971,0.234197,-0.228712,0.03255,-0.147293,0.175147
0.3,8,7,480.0,306.0,0.2685,-0.1158,0.0374,1,1,1,8e-05,0.7178,0.6132,0.613155,0.036935,0.188972,-0.329396,0.016498,-0.223114,0.128167
0.3,8,8,544.0,306.0,0.2475,-0.1441,0.0555,1,1,1,3e-05,0.6281,0.7365,0.736528,0.030557,0.162986,-0.419083,-0.006362,-0.302196,0.082267
