depth,row,col,u,v,tx,ty,tz,reach_ok,in_ws_box,converged,err_m,joint_margin_rad,max_joint_rad,q0,q1,q2,q3,q4,q5,q6
0.4,2,0,32.0,90.0,0.4947,0.36,0.174,0,0,0,,,,,,,,,,
0.4,2,1,96.0,90.0,0.4947,0.28,0.174,0,0,0,,,,,,,,,,
0.4,2,2,160.0,90.0,0.4947,0.2,0.174,1,1,0,0.0372,0.6727,1.499,-1.498969,0.373133,0.063965,1.421697,-0.145382,0.073358,-0.006391
0.4,2,3,224.0,90.0,0.4947,0.12,0.174,1,1,1,0.0001,1.0236,1.3092,-1.309151,0.242794,0.183109,1.070836,-0.101292,0.311842,-0.000463
0.4,2,4,288.0,90.0,0.4947,0.04,0.174,1,1,1,6e-05,1.2745,0.8968,-0.896798,0.147766,0.132543,0.519616,-0.067066,0.339904,-0.036966
0.4,2,5,352.0,90.0,0.4947,-0.04,0.174,1,1,1,6e-05,1.3478,0.7226,-0.72264,0.055987,0.040584,0.339649,-0.027866,0.266603,-0.036029
0.4,2,6,416.0,90.0,0.4947,-0.12,0.174,1,1,1,6e-05,1.3214,0.6475,-0.647517,-0.03626,-0.072908,0.274155,0.004622,0.23225,-0.045262
0.4,2,7,480.0,90.0,0.4947,-0.2,0.174,1,1,1,7e-05,1.3385,0.6441,-0.644086,-0.138349,-0.200229,0.291325,0.035344,0.243604,-0.058146
0.4,2,8,544.0,90.0,0.4947,-0.28,0.174,1,1,1,6e-05,1.3147,0.7112,-0.711248,-0.264827,-0.336365,0.401524,0.071268,0.299761,-0.05924
0.4,2,9,608.0,90.0,0.4947,-0.36,0.174,1,1,1,9e-05,1.2372,0.8901,-0.890145,-0.446415,-0.47806,0.695672,0.110203,0.377187,-0.043137
0.4,3,0,32.0,126.0,0.4798,0.36,0.1316,0,0,0,,,,,,,,,,
0.4,3,1,96.0,126.0,0.4798,0.28,0.1316,0,0,0,,,,,,,,,,
0.4,3,2,160.0,126.0,0.4798,0.2,0.1316,1,1,0,0.03294,0.6709,1.4235,-1.412505,0.399155,0.117439,1.423529,-0.148546,0.072661,-0.004876
0.4,3,3,224.0,126.0,0.4798,0.12,0.1316,1,1,1,9e-05,1.1567,1.136,-1.136043,0.266458,0.219613,0.937689,-0.106279,0.349634,-0.010103
0.4,3,4,288.0,126.0,0.4798,0.04,0.1316,1,1,1,9e-05,1.3052,0.7603,-0.760294,0.163762,0.162824,0.480374,-0.067511,0.30925,-0.025709
0.4,3,5,352.0,126.0,0.4798,-0.04,0.1316,1,1,1,7e-05,1.3607,0.5949,-0.594897,0.069725,0.068285,0.313507,-0.029198,0.233,-0.021088
0.4,3,6,416.0,126.0,0.4798,-0.12,0.1316,1,1,1,8e-05,1.2984,0.5236,-0.523563,-0.021119,-0.04672,0.251153,-0.000489,0.198204,-0.033501
0.4,3,7,480.0,126.0,0.4798,-0.2,0.1316,1,1,1,9e-05,1.3144,0.5219,-0.521947,-0.120089,-0.174809,0.267218,0.025558,0.209035,-0.05143
0.4,3,8,544.0,126.0,0.4798,-0.28,0.1316,1,1,1,7e-05,1.3492,0.5879,-0.587905,-0.241841,-0.311231,0.370184,0.057661,0.265233,-0.056159
0.4,3,9,608.0,126.0,0.4798,-0.36,0.1316,1,1,1,9e-05,1.2602,0.7536,-0.753562,-0.412733,-0.452242,0.62994,0.096616,0.354239,-0.039974
0.4,4,0,32.0,162.0,0.465,0.36,0.0891,0,0,0,,,,,,,,,,
0.4,4,1,96.0,162.0,0.465,0.28,0.0891,0,0,0,,,,,,,,,,
0.4,4,2,160.0,162.0,0.465,0.2,0.0891,1,1,0,0.0321,0.6698,1.4246,-1.321318,0.423637,0.149208,1.424642,-0.150032,0.071812,-0.004447
0.4,4,3,224.0,162.0,0.465,0.12,0.0891,1,1,1,9e-05,1.1795,1.0228,-1.022842,0.286334,0.245241,0.914911,-0.107992,0.346599,-0.010684
0.4,4,4,288.0,162.0,0.465,0.04,0.0891,1,1,1,7e-05,1.3227,0.6537,-0.653689,0.17625,0.186071,0.477088,-0.066442,0.291708,-0.015139
0.4,4,5,352.0,162.0,0.465,-0.04,0.0891,1,1,1,6e-05,1.3607,0.4913,-0.491275,0.080451,0.089945,0.313476,-0.029155,0.215254,-0.008448
0.4,4,6,416.0,162.0,0.465,-0.12,0.0891,1,1,1,6e-05,1.299,0.4221,-0.422136,-0.009432,-0.025681,0.251755,-0.003694,0.180614,-0.023229
0.4,4,7,480.0,162.0,0.465,-0.2,0.0891,1,1,1,7e-05,1.3148,0.4226,-0.42261,-0.106454,-0.153722,0.267624,0.018267,0.190767,-0.044663
0.4,4,8,544.0,162.0,0.465,-0.28,0.0891,1,1,1,5e-05,1.3686,0.4899,-0.489878,-0.225689,-0.289775,0.368739,0.046808,0.245786,-0.051596
0.4,4,9,608.0,162.0,0.465,-0.36,0.0891,1,1,1,8e-05,1.2773,0.6534,-0.653436,-0.391806,-0.430234,0.618511,0.084261,0.337158,-0.035133
0.4,5,0,32.0,198.0,0.4501,0.36,0.0466,0,0,0,,,,,,,,,,
0.4,5,1,96.0,198.0,0.4501,0.28,0.0466,0,0,0,,,,,,,,,,
0.4,5,2,160.0,198.0,0.4501,0.2,0.0466,1,1,0,0.0347,0.6693,1.4251,-1.226309,0.445831,0.159149,1.425057,-0.149813,0.070544,-0.005182
0.4,5,3,224.0,198.0,0.4501,0.12,0.0466,1,1,1,0.0001,1.1147,0.9797,-0.96762,0.305098,0.260733,0.979727,-0.10744,0.327275,-0.005506
0.4,5,4,288.0,198.0,0.4501,0.04,0.0466,1,1,1,9e-05,1.3265,0.5768,-0.576808,0.187429,0.202105,0.506141,-0.065276,0.287901,-0.008591
0.4,5,5,352.0,198.0,0.4501,-0.04,0.0466,1,1,1,6e-05,1.3851,0.4123,-0.412328,0.089636,0.105456,0.337891,-0.028658,0.212844,-0.000104
0.4,5,6,416.0,198.0,0.4501,-0.12,0.0466,1,1,1,7e-05,1.3219,0.3439,-0.34388,-0.000222,-0.009889,0.274709,-0.005518,0.1787,-0.015467
0.4,5,7,480.0,198.0,0.4501,-0.2,0.0466,1,1,1,8e-05,1.3383,0.3465,-0.346472,-0.096687,-0.13706,0.29106,0.013334,0.188067,-0.038099
0.4,5,8,544.0,198.0,0.4501,-0.28,0.0466,1,1,1,6e-05,1.3731,0.4171,-0.417086,-0.21549,-0.272064,0.394699,0.039013,0.241313,-0.045239
0.4,5,9,608.0,198.0,0.4501,-0.36,0.0466,1,1,1,8e-05,1.2837,0.6531,-0.587964,-0.381569,-0.411823,0.653093,0.074256,0.330759,-0.028415
0.4,6,0,32.0,234.0,0.4352,0.36,0.0041,0,0,0,,,,,,,,,,
0.4,6,1,96.0,234.0,0.4352,0.28,0.0041,0,0,0,,,,,,,,,,
0.4,6,2,160.0,234.0,0.4352,0.2,0.0041,1,1,0,0.04072,0.6696,1.4248,-1.128774,0.465276,0.146309,1.424756,-0.147766,0.068595,-0.007101
0.4,6,3,224.0,234.0,0.4352,0.12,0.0041,1,1,0,0.00027,0.8984,1.196,-0.997384,0.328039,0.26127,1.195966,-0.106255,0.238497,0.006339
0.4,6,4,288.0,234.0,0.4352,0.04,0.0041,1,1,1,7e-05,1.3175,0.5719,-0.534313,0.198714,0.210577,0.571944,-0.065117,0.29696,-0.007633
0.4,6,5,352.0,234.0,0.4352,-0.04,0.0041,1,1,1,9e-05,1.3898,0.3887,-0.360567,0.098076,0.114719,0.388711,-0.02865,0.224588,0.00269
0.4,6,6,416.0,234.0,0.4352,-0.12,0.0041,1,1,1,9e-05,1.369,0.3218,-0.290966,0.006847,0.000511,0.321756,-0.006586,0.191173,-0.010827
0.4,6,7,480.0,234.0,0.4352,-0.2,0.0041,1,1,1,5e-05,1.3869,0.3397,-0.295885,-0.090804,-0.125083,0.339651,0.010492,0.199873,-0.03176
0.4,6,8,544.0,234.0,0.4352,-0.28,0.0041,1,1,1,9e-05,1.3636,0.4503,-0.371779,-0.211295,-0.258383,0.450302,0.034294,0.250868,-0.036803
